TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T06036,2024-09-11,Mouse,Accessories,West,Online,3,71822,215466,Net Banking,C02098
T06037,2023-02-12,Headphones,Electronics,West,Online,8,46940,375520,Credit Card,C01277
T06038,2024-02-15,Monitor,Electronics,West,Offline,6,28225,169350,Credit Card,C01768
T06039,2024-09-29,Headphones,Electronics,North,Online,4,54216,216864,Cash,C02857
T06040,2024-02-01,Mobile,Accessories,East,Offline,3,56222,168666,UPI,C01432
T06041,2023-09-02,Laptop,Accessories,North,Online,2,25955,51910,Net Banking,C01909
T06042,2023-07-17,Monitor,Electronics,South,Online,7,39877,279139,Net Banking,C01208
T06043,2024-10-31,Mobile,Accessories,East,Online,4,73233,292932,Credit Card,C00504
T06044,2023-10-21,Tablet,Electronics,East,Online,1,13800,13800,Credit Card,C02108
T06045,2023-06-06,Mouse,Accessories,North,Offline,7,69935,489545,Credit Card,C02099
T06046,2024-02-12,Tablet,Electronics,South,Offline,1,22577,22577,Credit Card,C00275
T06047,2024-07-15,Laptop,Electronics,North,Online,7,4055,28385,Credit Card,C02296
T06048,2024-06-01,Laptop,Accessories,North,Offline,4,5342,21368,Net Banking,C01408
T06049,2024-04-15,Tablet,Electronics,North,Offline,5,57785,288925,Credit Card,C00730
T06050,2023-04-21,Monitor,Electronics,South,Online,5,39494,197470,Net Banking,C02964
T06051,2023-08-29,Laptop,Accessories,East,Online,3,30377,91131,Credit Card,C00445
T06052,2023-07-07,Monitor,Electronics,North,Offline,4,45105,180420,Net Banking,C02944
T06053,2024-09-13,Headphones,Electronics,North,Online,10,10335,103350,Credit Card,C02645
T06054,2024-12-07,Tablet,Electronics,South,Online,8,32195,257560,Net Banking,C02198
T06055,2023-12-14,Mobile,Electronics,South,Online,9,58708,528372,Cash,C01136
T06056,2024-11-21,Mouse,Accessories,South,Offline,4,18988,75952,Cash,C02671
T06057,2023-11-03,Laptop,Electronics,West,Online,8,72449,579592,UPI,C00911
T06058,2023-09-23,Keyboard,Accessories,North,Offline,4,78471,313884,Net Banking,C01711
T06059,2023-06-09,Laptop,Accessories,East,Offline,9,4218,37962,Net Banking,C00485
T06060,2023-10-06,Keyboard,Electronics,North,Offline,9,18522,166698,Net Banking,C01730
T06061,2023-04-19,Mouse,Electronics,North,Online,9,33856,304704,Cash,C02008
T06062,2024-09-19,Laptop,Accessories,West,Offline,1,59469,59469,Cash,C02126
T06063,2023-04-19,Tablet,Accessories,West,Offline,5,34786,173930,UPI,C02183
T06064,2024-11-20,Mouse,Electronics,East,Online,4,68890,275560,Net Banking,C00345
T06065,2024-07-08,Printer,Electronics,West,Offline,10,49117,491170,Credit Card,C01537
T06066,2023-04-04,Mouse,Electronics,South,Offline,9,56757,510813,Net Banking,C02768
T06067,2024-04-10,Laptop,Electronics,West,Offline,2,72093,144186,UPI,C02725
T06068,2023-11-10,Mobile,Electronics,West,Online,5,20318,101590,Net Banking,C00691
T06069,2024-03-11,Mobile,Electronics,West,Offline,7,70393,492751,UPI,C00205
T06070,2024-12-05,Keyboard,Electronics,North,Offline,5,41626,208130,UPI,C00939
T06071,2024-12-01,Keyboard,Accessories,South,Offline,6,24196,145176,Cash,C01880
T06072,2023-01-16,Keyboard,Accessories,North,Offline,1,17517,17517,Cash,C01557
T06073,2023-09-18,Mouse,Electronics,East,Offline,1,11895,11895,Net Banking,C00715
T06074,2024-06-15,Laptop,Electronics,West,Online,7,76759,537313,Cash,C00575
T06075,2023-05-27,Keyboard,Accessories,South,Offline,1,10896,10896,UPI,C00363
T06076,2024-12-21,Headphones,Electronics,West,Online,6,61710,370260,UPI,C01036
T06077,2023-08-05,Printer,Electronics,South,Online,1,41700,41700,Net Banking,C02251
T06078,2023-10-21,Keyboard,Electronics,North,Offline,4,62049,248196,Cash,C02961
T06079,2023-06-23,Tablet,Electronics,North,Online,7,47447,332129,Credit Card,C00667
T06080,2023-01-14,Mouse,Accessories,East,Offline,9,11328,101952,Net Banking,C02706
T06081,2024-07-23,Laptop,Accessories,West,Offline,8,22978,183824,UPI,C02473
T06082,2023-01-07,Mouse,Accessories,West,Online,6,13976,83856,Credit Card,C00131
T06083,2024-11-27,Tablet,Electronics,South,Offline,4,21321,85284,Cash,C02093
T06084,2023-03-24,Laptop,Electronics,West,Online,9,48301,434709,UPI,C02314
T06085,2024-01-01,Monitor,Electronics,North,Offline,6,37793,226758,Cash,C00682
T06086,2023-05-01,Laptop,Accessories,South,Offline,8,46091,368728,Net Banking,C00811
T06087,2024-05-19,Monitor,Accessories,West,Online,5,9379,46895,Net Banking,C01611
T06088,2024-05-22,Monitor,Electronics,South,Offline,5,48802,244010,Cash,C01968
T06089,2024-09-09,Mobile,Electronics,West,Online,10,79327,793270,Credit Card,C01049
T06090,2023-01-01,Mouse,Accessories,South,Online,5,37333,186665,Cash,C02767
T06091,2024-06-08,Headphones,Electronics,West,Offline,3,17762,53286,UPI,C01610
T06092,2023-12-29,Mobile,Accessories,North,Online,6,26912,161472,UPI,C01640
T06093,2023-10-20,Monitor,Electronics,North,Online,10,18875,188750,Credit Card,C00688
T06094,2023-11-25,Mouse,Electronics,North,Offline,10,36928,369280,Net Banking,C01030
T06095,2024-08-26,Laptop,Electronics,West,Offline,6,35064,210384,Cash,C01779
T06096,2023-06-16,Printer,Electronics,South,Offline,9,24653,221877,Net Banking,C01205
T06097,2024-11-13,Mouse,Accessories,West,Offline,10,18522,185220,Credit Card,C02597
T06098,2024-02-08,Headphones,Electronics,West,Online,2,3413,6826,Credit Card,C00319
T06099,2024-02-20,Tablet,Electronics,North,Online,5,62945,314725,Cash,C02809
T06100,2023-02-02,Mobile,Electronics,West,Offline,10,57718,577180,UPI,C01837
T06101,2023-05-12,Keyboard,Electronics,South,Online,6,34965,209790,UPI,C02955
T06102,2023-03-25,Monitor,Electronics,South,Offline,10,10966,109660,Cash,C00040
T06103,2024-09-01,Printer,Electronics,East,Offline,5,66887,334435,Credit Card,C00843
T06104,2024-09-11,Headphones,Electronics,West,Online,6,51858,311148,Cash,C02945
T06105,2024-04-22,Monitor,Electronics,West,Offline,9,25981,233829,Credit Card,C02819
T06106,2023-05-08,Headphones,Accessories,East,Offline,3,73304,219912,Cash,C01477
T06107,2023-11-16,Mobile,Accessories,East,Online,9,40469,364221,UPI,C00071
T06108,2023-03-07,Headphones,Electronics,North,Offline,6,4343,26058,Net Banking,C01050
T06109,2023-08-19,Printer,Electronics,East,Offline,3,2348,7044,Credit Card,C02964
T06110,2024-02-29,Monitor,Electronics,East,Online,3,75495,226485,UPI,C01858
T06111,2023-03-01,Mobile,Accessories,West,Online,5,33165,165825,UPI,C00888
T06112,2024-10-15,Printer,Electronics,East,Online,3,60374,181122,Net Banking,C00336
T06113,2024-01-23,Printer,Accessories,East,Online,10,6897,68970,Credit Card,C02569
T06114,2023-08-06,Headphones,Electronics,North,Offline,1,25197,25197,Credit Card,C01130
T06115,2024-09-12,Printer,Accessories,East,Offline,10,1987,19870,UPI,C02921
T06116,2023-09-28,Mobile,Electronics,West,Online,10,40033,400330,Credit Card,C01750
T06117,2023-05-31,Monitor,Electronics,North,Offline,2,43173,86346,Credit Card,C01768
T06118,2023-03-01,Tablet,Electronics,East,Online,2,9697,19394,UPI,C02652
T06119,2024-10-06,Keyboard,Electronics,South,Offline,8,45137,361096,UPI,C00804
T06120,2023-03-06,Mobile,Accessories,North,Online,10,59122,591220,Net Banking,C01234
T06121,2024-09-27,Tablet,Accessories,West,Online,4,29377,117508,UPI,C00098
T06122,2023-01-25,Tablet,Electronics,North,Online,3,48636,145908,Net Banking,C01440
T06123,2024-12-28,Mouse,Electronics,South,Online,9,30539,274851,Credit Card,C02348
T06124,2024-08-10,Laptop,Accessories,North,Online,8,61001,488008,Cash,C01465
T06125,2024-10-06,Mobile,Accessories,East,Online,4,27936,111744,Credit Card,C02076
T06126,2024-05-19,Keyboard,Accessories,North,Online,4,3228,12912,Cash,C00629
T06127,2024-09-04,Printer,Accessories,East,Online,1,53179,53179,UPI,C02478
T06128,2024-06-14,Monitor,Accessories,North,Offline,9,69821,628389,UPI,C02975
T06129,2024-04-30,Printer,Accessories,East,Offline,6,45018,270108,Cash,C01251
T06130,2023-05-27,Monitor,Electronics,East,Offline,2,8370,16740,Net Banking,C02473
T06131,2023-12-16,Mobile,Electronics,South,Offline,10,19276,192760,UPI,C00867
T06132,2024-03-26,Laptop,Electronics,South,Offline,6,47620,285720,UPI,C01215
T06133,2024-05-19,Monitor,Accessories,North,Offline,1,68144,68144,UPI,C01723
T06134,2024-12-25,Tablet,Electronics,North,Online,9,40898,368082,Credit Card,C02652
T06135,2023-06-20,Mouse,Electronics,South,Online,8,76591,612728,Credit Card,C00410
T06136,2023-12-29,Printer,Accessories,East,Offline,8,69641,557128,Credit Card,C00532
T06137,2023-07-27,Mouse,Electronics,West,Online,2,10773,21546,Net Banking,C01854
T06138,2024-08-01,Keyboard,Accessories,North,Online,8,57370,458960,UPI,C00226
T06139,2024-11-11,Keyboard,Electronics,North,Offline,9,37638,338742,UPI,C02692
T06140,2023-06-11,Mouse,Electronics,West,Online,4,46684,186736,Credit Card,C02455
T06141,2024-11-19,Monitor,Accessories,North,Online,8,56747,453976,Credit Card,C00518
T06142,2023-04-01,Keyboard,Electronics,North,Online,1,50469,50469,Cash,C01835
T06143,2024-03-28,Mouse,Electronics,South,Online,6,55261,331566,Net Banking,C01368
T06144,2023-11-20,Headphones,Accessories,West,Offline,9,79014,711126,UPI,C00213
T06145,2023-08-09,Mouse,Accessories,South,Offline,9,26894,242046,Net Banking,C01570
T06146,2023-12-25,Monitor,Accessories,East,Online,7,16236,113652,UPI,C00993
T06147,2024-03-18,Monitor,Electronics,South,Online,1,48105,48105,Credit Card,C02318
T06148,2023-03-21,Mouse,Accessories,West,Offline,8,67755,542040,Net Banking,C02848
T06149,2024-06-11,Monitor,Accessories,North,Offline,6,45173,271038,Net Banking,C00864
T06150,2023-06-09,Headphones,Accessories,West,Offline,1,14775,14775,Net Banking,C00060
T06151,2024-08-04,Printer,Electronics,North,Online,8,25336,202688,Credit Card,C01367
T06152,2024-05-27,Mouse,Accessories,East,Offline,9,23958,215622,Cash,C01203
T06153,2023-09-21,Mobile,Accessories,North,Online,7,29876,209132,Credit Card,C01265
T06154,2024-05-26,Mobile,Electronics,South,Online,4,3266,13064,Net Banking,C00906
T06155,2024-09-02,Printer,Electronics,North,Online,6,24750,148500,Credit Card,C00107
T06156,2024-08-16,Laptop,Electronics,West,Offline,8,27217,217736,UPI,C02253
T06157,2024-06-06,Laptop,Electronics,North,Offline,5,33482,167410,UPI,C02521
T06158,2024-02-28,Tablet,Accessories,South,Offline,10,46701,467010,Net Banking,C02032
T06159,2023-08-01,Headphones,Accessories,West,Online,6,24226,145356,Cash,C01918
T06160,2023-09-10,Printer,Electronics,South,Online,5,56729,283645,Cash,C01946
T06161,2023-06-05,Printer,Electronics,South,Online,4,5614,22456,UPI,C01816
T06162,2024-02-01,Printer,Accessories,South,Online,7,43948,307636,Cash,C00882
T06163,2024-10-02,Keyboard,Accessories,East,Offline,4,46285,185140,Net Banking,C01034
T06164,2023-05-01,Laptop,Electronics,North,Offline,5,65875,329375,Cash,C02017
T06165,2024-04-09,Mobile,Electronics,East,Offline,2,18413,36826,Net Banking,C01624
T06166,2023-02-13,Mouse,Electronics,North,Offline,3,42420,127260,Cash,C01243
T06167,2023-06-02,Mouse,Accessories,North,Offline,4,29248,116992,UPI,C00580
T06168,2024-03-04,Monitor,Accessories,East,Offline,6,26186,157116,Cash,C02991
T06169,2023-09-14,Printer,Accessories,East,Offline,1,15763,15763,Cash,C02422
T06170,2024-10-11,Headphones,Accessories,South,Offline,9,3136,28224,Credit Card,C00660
T06171,2023-07-23,Headphones,Electronics,West,Offline,1,79959,79959,Cash,C02637
T06172,2023-05-23,Monitor,Electronics,East,Offline,9,19479,175311,UPI,C02990
T06173,2024-07-09,Mobile,Accessories,East,Offline,7,28484,199388,UPI,C02646
T06174,2024-10-25,Tablet,Accessories,North,Online,9,59689,537201,UPI,C02538
T06175,2024-04-11,Printer,Accessories,West,Online,7,28433,199031,Credit Card,C00355
T06176,2024-06-23,Printer,Accessories,West,Offline,8,21494,171952,Net Banking,C02142
T06177,2024-04-09,Mouse,Accessories,East,Offline,9,63135,568215,Cash,C02197
T06178,2023-02-22,Mobile,Accessories,South,Offline,5,4532,22660,Credit Card,C00832
T06179,2024-01-22,Mouse,Electronics,East,Online,2,21858,43716,Credit Card,C02289
T06180,2024-01-13,Tablet,Electronics,East,Offline,1,19284,19284,Net Banking,C02729
T06181,2024-10-11,Mouse,Electronics,North,Offline,1,5306,5306,Cash,C01680
T06182,2023-03-06,Headphones,Accessories,North,Online,10,79811,798110,UPI,C02864
T06183,2023-08-02,Monitor,Electronics,South,Online,10,79942,799420,Net Banking,C01145
T06184,2023-08-23,Tablet,Electronics,North,Offline,6,11574,69444,Cash,C00470
T06185,2024-07-15,Mobile,Electronics,East,Offline,9,26107,234963,Credit Card,C02899
T06186,2024-10-29,Keyboard,Electronics,East,Offline,4,76438,305752,UPI,C01372
T06187,2023-02-10,Mouse,Electronics,South,Offline,9,48092,432828,Net Banking,C00560
T06188,2023-08-26,Mouse,Accessories,East,Online,3,72932,218796,Cash,C02228
T06189,2023-04-08,Headphones,Electronics,South,Online,10,31817,318170,UPI,C02370
T06190,2023-01-12,Monitor,Accessories,North,Offline,8,13242,105936,Cash,C01237
T06191,2024-09-24,Headphones,Electronics,South,Online,8,4630,37040,Credit Card,C01743
T06192,2024-01-19,Printer,Accessories,South,Offline,10,23044,230440,UPI,C01088
T06193,2024-06-20,Keyboard,Accessories,West,Online,8,57342,458736,Cash,C00918
T06194,2024-05-14,Laptop,Electronics,South,Offline,2,17994,35988,Cash,C01740
T06195,2024-12-18,Headphones,Accessories,East,Offline,9,35321,317889,Credit Card,C00254
T06196,2024-05-01,Laptop,Accessories,East,Online,10,73931,739310,Net Banking,C01543
T06197,2024-07-24,Mouse,Accessories,East,Offline,7,77263,540841,Credit Card,C01368
T06198,2024-07-03,Printer,Accessories,South,Offline,1,16239,16239,UPI,C01949
T06199,2024-07-20,Mouse,Accessories,North,Offline,6,61608,369648,Net Banking,C02788
T06200,2024-01-20,Headphones,Electronics,South,Online,4,42895,171580,UPI,C02928
T06201,2023-07-28,Laptop,Accessories,East,Offline,4,35270,141080,UPI,C01405
T06202,2024-06-12,Printer,Accessories,South,Online,4,72715,290860,Cash,C00344
T06203,2023-12-29,Mobile,Electronics,West,Offline,3,44302,132906,Net Banking,C00879
T06204,2024-04-12,Printer,Accessories,West,Offline,2,2078,4156,Net Banking,C02858
T06205,2024-11-18,Printer,Electronics,North,Online,10,36891,368910,Credit Card,C02050
T06206,2023-02-21,Keyboard,Accessories,North,Online,3,75287,225861,Credit Card,C01289
T06207,2024-05-03,Monitor,Accessories,North,Offline,7,15772,110404,Net Banking,C00405
T06208,2024-08-31,Printer,Electronics,South,Online,3,63836,191508,Net Banking,C00529
T06209,2023-05-11,Headphones,Accessories,East,Offline,4,16125,64500,UPI,C02377
T06210,2024-10-13,Monitor,Accessories,South,Online,9,13584,122256,Net Banking,C00883
T06211,2023-11-24,Mouse,Electronics,North,Offline,1,37593,37593,Credit Card,C01215
T06212,2024-10-08,Headphones,Electronics,East,Online,10,79715,797150,Net Banking,C00777
T06213,2024-05-01,Laptop,Electronics,East,Online,6,51644,309864,UPI,C01931
T06214,2023-02-04,Headphones,Accessories,West,Offline,6,53177,319062,Net Banking,C01449
T06215,2023-11-11,Keyboard,Accessories,North,Online,9,75284,677556,Credit Card,C01946
T06216,2023-03-26,Mobile,Accessories,North,Online,7,63813,446691,UPI,C02101
T06217,2023-09-07,Mobile,Electronics,South,Online,9,22975,206775,UPI,C02116
T06218,2023-07-26,Mouse,Electronics,West,Offline,4,71623,286492,Cash,C02464
T06219,2023-06-08,Mouse,Accessories,North,Offline,10,76921,769210,Cash,C02648
T06220,2024-10-12,Mobile,Electronics,West,Offline,4,68033,272132,Cash,C02334
T06221,2024-05-05,Mobile,Electronics,East,Online,4,2911,11644,Net Banking,C01029
T06222,2023-09-02,Headphones,Accessories,East,Offline,8,68006,544048,UPI,C01939
T06223,2024-07-21,Laptop,Electronics,West,Online,6,36978,221868,Net Banking,C00866
T06224,2023-03-04,Monitor,Accessories,North,Offline,3,75488,226464,Net Banking,C02937
T06225,2024-05-09,Headphones,Accessories,West,Online,10,47792,477920,Net Banking,C02827
T06226,2023-09-03,Mobile,Electronics,South,Offline,3,19641,58923,Cash,C00479
T06227,2024-05-10,Mobile,Electronics,West,Offline,3,57699,173097,Cash,C02284
T06228,2024-05-08,Laptop,Electronics,North,Online,7,14582,102074,Cash,C00977
T06229,2023-09-09,Printer,Accessories,South,Online,10,75168,751680,UPI,C01547
T06230,2023-11-23,Tablet,Electronics,East,Online,9,10110,90990,Net Banking,C01881
T06231,2023-05-22,Mouse,Accessories,South,Offline,9,25025,225225,Net Banking,C00012
T06232,2024-05-24,Mouse,Electronics,East,Online,10,79914,799140,Net Banking,C00215
T06233,2023-05-29,Headphones,Electronics,South,Offline,6,42878,257268,Cash,C02008
T06234,2023-03-07,Monitor,Electronics,South,Online,2,58989,117978,Credit Card,C00396
T06235,2023-02-04,Mouse,Electronics,North,Offline,5,72121,360605,UPI,C02772
T06236,2024-08-01,Monitor,Electronics,West,Offline,9,65107,585963,UPI,C01358
T06237,2024-07-31,Printer,Accessories,North,Online,4,59744,238976,UPI,C01143
T06238,2023-12-15,Keyboard,Accessories,North,Online,6,3595,21570,Credit Card,C00706
T06239,2024-05-20,Printer,Accessories,East,Online,5,6875,34375,Cash,C00348
T06240,2023-07-16,Tablet,Accessories,West,Offline,9,10250,92250,Net Banking,C01694
T06241,2023-06-19,Mouse,Electronics,North,Offline,6,24722,148332,Net Banking,C00671
T06242,2024-08-25,Headphones,Electronics,East,Online,10,71125,711250,UPI,C01811
T06243,2024-09-01,Headphones,Accessories,East,Offline,8,50322,402576,Credit Card,C02834
T06244,2024-12-30,Mobile,Electronics,South,Offline,4,53197,212788,UPI,C01655
T06245,2024-09-23,Printer,Accessories,North,Offline,5,24099,120495,Credit Card,C02386
T06246,2023-09-23,Printer,Accessories,North,Offline,4,6542,26168,Cash,C01604
T06247,2024-12-06,Mobile,Accessories,East,Online,9,21740,195660,Credit Card,C01509
T06248,2023-05-09,Headphones,Accessories,North,Offline,9,75986,683874,Net Banking,C00299
T06249,2023-08-17,Keyboard,Accessories,North,Offline,2,38313,76626,UPI,C01781
T06250,2023-02-24,Tablet,Electronics,West,Online,7,75851,530957,Credit Card,C01682
T06251,2023-12-20,Mobile,Electronics,West,Online,3,35720,107160,Cash,C00883
T06252,2024-01-10,Monitor,Electronics,East,Offline,5,56422,282110,Credit Card,C00313
T06253,2024-12-04,Headphones,Accessories,North,Offline,6,61221,367326,Credit Card,C02780
T06254,2023-06-05,Mobile,Accessories,North,Online,2,10135,20270,Net Banking,C00334
T06255,2023-12-08,Laptop,Electronics,West,Offline,3,31491,94473,Cash,C02317
T06256,2024-05-22,Laptop,Electronics,East,Offline,1,44539,44539,Net Banking,C01479
T06257,2023-11-18,Printer,Electronics,West,Online,6,14173,85038,Credit Card,C00960
T06258,2023-03-28,Tablet,Accessories,South,Offline,5,33142,165710,Net Banking,C00841
T06259,2023-11-11,Headphones,Electronics,North,Offline,6,63834,383004,Cash,C02743
T06260,2023-03-31,Mobile,Accessories,West,Online,10,8906,89060,Net Banking,C02277
T06261,2024-04-11,Mouse,Electronics,South,Offline,2,71399,142798,UPI,C00997
T06262,2023-04-01,Printer,Accessories,South,Online,6,49943,299658,Credit Card,C01551
T06263,2024-09-08,Keyboard,Accessories,West,Offline,10,41164,411640,Net Banking,C01501
T06264,2023-11-09,Tablet,Accessories,East,Online,1,74041,74041,Net Banking,C01684
T06265,2023-07-20,Keyboard,Electronics,East,Offline,4,31944,127776,Cash,C01073
T06266,2024-02-19,Laptop,Accessories,East,Offline,1,4860,4860,Credit Card,C00308
T06267,2023-07-09,Headphones,Accessories,South,Online,6,41626,249756,UPI,C01742
T06268,2023-12-17,Mobile,Electronics,North,Offline,7,66291,464037,Net Banking,C00524
T06269,2024-06-19,Tablet,Accessories,South,Online,2,68489,136978,Credit Card,C01815
T06270,2024-03-01,Keyboard,Accessories,West,Online,2,58252,116504,Cash,C00218
T06271,2024-04-19,Mobile,Accessories,North,Offline,10,60008,600080,Net Banking,C00517
T06272,2024-04-26,Mobile,Electronics,East,Online,2,25442,50884,Cash,C02004
T06273,2023-03-07,Mouse,Accessories,East,Online,10,72416,724160,UPI,C01086
T06274,2023-01-29,Mobile,Accessories,North,Offline,1,48014,48014,Cash,C00790
T06275,2024-09-24,Printer,Electronics,South,Online,6,70281,421686,Cash,C01497
T06276,2023-12-01,Monitor,Accessories,East,Online,6,36122,216732,Cash,C02314
T06277,2024-02-06,Headphones,Accessories,South,Offline,6,78321,469926,Net Banking,C00300
T06278,2023-06-08,Laptop,Electronics,South,Offline,7,62011,434077,UPI,C02493
T06279,2024-09-12,Headphones,Electronics,West,Online,6,5295,31770,UPI,C00956
T06280,2023-10-03,Keyboard,Accessories,North,Online,8,4096,32768,Net Banking,C01609
T06281,2024-04-16,Mouse,Accessories,West,Online,2,54407,108814,Cash,C01367
T06282,2024-01-30,Monitor,Electronics,West,Online,10,37425,374250,Cash,C01827
T06283,2023-01-14,Monitor,Accessories,South,Online,8,32178,257424,UPI,C02905
T06284,2024-04-21,Monitor,Electronics,North,Online,9,26692,240228,Cash,C01804
T06285,2024-05-03,Tablet,Accessories,North,Online,4,79386,317544,Net Banking,C01630
T06286,2023-10-03,Tablet,Electronics,North,Online,6,70760,424560,UPI,C00785
T06287,2023-07-12,Tablet,Electronics,South,Offline,4,35549,142196,Credit Card,C02311
T06288,2024-09-13,Laptop,Accessories,North,Offline,1,42901,42901,Cash,C00137
T06289,2023-03-23,Laptop,Accessories,North,Online,7,74892,524244,UPI,C02203
T06290,2023-05-04,Printer,Electronics,East,Online,2,12814,25628,UPI,C02474
T06291,2023-10-27,Tablet,Accessories,South,Online,1,16949,16949,Net Banking,C00969
T06292,2024-10-01,Mouse,Accessories,North,Online,5,4673,23365,Net Banking,C00913
T06293,2023-05-16,Keyboard,Accessories,North,Offline,5,39547,197735,Net Banking,C00890
T06294,2023-12-04,Tablet,Electronics,East,Offline,9,53355,480195,Credit Card,C01717
T06295,2024-09-12,Mobile,Electronics,North,Online,3,39114,117342,Cash,C02726
T06296,2024-05-31,Mouse,Electronics,West,Online,3,64720,194160,Credit Card,C00122
T06297,2023-07-14,Laptop,Accessories,North,Online,1,24812,24812,Net Banking,C02899
T06298,2024-12-13,Mouse,Electronics,North,Online,9,25872,232848,Cash,C01309
T06299,2024-06-16,Monitor,Electronics,West,Offline,4,77081,308324,Net Banking,C02356
T06300,2023-12-11,Headphones,Accessories,East,Offline,5,3214,16070,Net Banking,C00996
T06301,2023-07-03,Monitor,Accessories,North,Offline,1,47972,47972,Cash,C00572
T06302,2024-01-08,Keyboard,Electronics,North,Offline,2,71452,142904,UPI,C00609
T06303,2023-05-02,Mobile,Accessories,North,Offline,9,17762,159858,Net Banking,C02253
T06304,2023-10-04,Mouse,Accessories,South,Offline,10,39841,398410,Net Banking,C00810
T06305,2024-07-01,Laptop,Accessories,West,Offline,3,46436,139308,Net Banking,C02309
T06306,2023-12-11,Printer,Electronics,West,Online,4,28613,114452,Credit Card,C00882
T06307,2024-11-11,Mouse,Electronics,East,Online,3,34450,103350,Net Banking,C01933
T06308,2024-12-20,Laptop,Electronics,East,Online,9,7875,70875,Net Banking,C01374
T06309,2024-06-12,Printer,Accessories,West,Online,6,38108,228648,Net Banking,C02873
T06310,2024-08-01,Tablet,Accessories,East,Online,7,70634,494438,UPI,C00799
T06311,2024-11-05,Keyboard,Electronics,West,Online,10,28832,288320,UPI,C00397
T06312,2023-01-14,Keyboard,Electronics,South,Offline,9,79965,719685,Cash,C00011
T06313,2024-01-07,Laptop,Electronics,East,Offline,10,21153,211530,UPI,C00978
T06314,2024-09-28,Monitor,Accessories,South,Online,4,63886,255544,Net Banking,C00331
T06315,2023-06-08,Mouse,Accessories,South,Online,5,45547,227735,Net Banking,C01586
T06316,2023-02-15,Keyboard,Electronics,West,Offline,6,23386,140316,Credit Card,C01555
T06317,2023-09-07,Tablet,Electronics,South,Offline,4,59626,238504,UPI,C00510
T06318,2023-12-09,Laptop,Electronics,West,Online,5,17566,87830,Cash,C01722
T06319,2024-02-27,Headphones,Electronics,South,Offline,2,34148,68296,Net Banking,C02449
T06320,2024-02-18,Keyboard,Accessories,East,Online,2,74582,149164,UPI,C02677
T06321,2024-06-03,Headphones,Electronics,North,Offline,9,26477,238293,UPI,C02417
T06322,2024-04-23,Mobile,Accessories,East,Online,8,3461,27688,Credit Card,C00704
T06323,2023-07-02,Mouse,Accessories,West,Offline,3,14230,42690,Net Banking,C02960
T06324,2023-07-16,Tablet,Electronics,West,Online,5,43200,216000,Credit Card,C00868
T06325,2023-04-02,Mouse,Accessories,West,Offline,1,30428,30428,Net Banking,C00760
T06326,2023-01-09,Keyboard,Accessories,North,Offline,9,62456,562104,Cash,C01737
T06327,2023-03-21,Laptop,Accessories,North,Online,1,19462,19462,Credit Card,C00744
T06328,2024-02-23,Monitor,Accessories,North,Online,3,68597,205791,Cash,C00902
T06329,2023-12-03,Printer,Accessories,North,Online,4,71903,287612,Credit Card,C00901
T06330,2023-09-18,Printer,Accessories,West,Offline,5,27053,135265,Credit Card,C00456
T06331,2024-03-19,Printer,Accessories,West,Online,5,829,4145,Credit Card,C02763
T06332,2024-06-29,Laptop,Electronics,South,Offline,8,76640,613120,Credit Card,C00257
T06333,2024-07-10,Tablet,Accessories,North,Offline,9,18876,169884,Credit Card,C01397
T06334,2024-12-08,Headphones,Accessories,West,Online,8,70914,567312,Cash,C00574
T06335,2023-11-08,Laptop,Electronics,South,Online,7,43007,301049,Net Banking,C02247
T06336,2023-07-11,Headphones,Electronics,South,Offline,4,52082,208328,UPI,C02825
T06337,2024-08-28,Mobile,Accessories,North,Offline,8,35666,285328,Net Banking,C00534
T06338,2024-08-03,Mouse,Accessories,South,Offline,1,37042,37042,UPI,C00295
T06339,2024-07-11,Headphones,Electronics,North,Offline,5,46830,234150,Net Banking,C00214
T06340,2024-01-17,Laptop,Accessories,North,Offline,6,62139,372834,UPI,C02889
T06341,2023-02-06,Mouse,Electronics,West,Offline,2,10898,21796,Net Banking,C01619
T06342,2024-11-20,Printer,Accessories,East,Offline,10,40709,407090,Credit Card,C01697
T06343,2024-08-24,Printer,Accessories,North,Offline,5,67373,336865,UPI,C01149
T06344,2024-02-23,Tablet,Accessories,North,Offline,3,4158,12474,Credit Card,C01369
T06345,2024-02-28,Mobile,Electronics,South,Offline,6,41203,247218,UPI,C02111
T06346,2023-01-26,Monitor,Electronics,South,Online,5,48883,244415,Net Banking,C00515
T06347,2024-08-06,Mouse,Electronics,East,Online,10,68678,686780,UPI,C00120
T06348,2023-02-16,Mouse,Electronics,North,Offline,8,18012,144096,Credit Card,C01301
T06349,2023-08-31,Keyboard,Electronics,South,Online,2,33914,67828,Cash,C02292
T06350,2023-10-23,Monitor,Accessories,North,Offline,7,78543,549801,Credit Card,C02054
T06351,2024-05-07,Laptop,Electronics,South,Offline,3,78549,235647,UPI,C00118
T06352,2024-03-28,Tablet,Accessories,South,Online,8,40220,321760,Net Banking,C02073
T06353,2023-06-17,Mouse,Electronics,East,Offline,2,50944,101888,UPI,C01632
T06354,2024-08-18,Tablet,Accessories,North,Online,7,3586,25102,Net Banking,C02616
T06355,2023-10-27,Keyboard,Accessories,South,Online,1,68379,68379,Credit Card,C00007
